innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Gujarat Titans,death,62,0,30,12.4,8,6
1,Gujarat Titans,middle,96,2,54,10.67,12,13
1,Gujarat Titans,powerplay,42,1,36,7.0,5,14
2,Royal Challengers Bengaluru,death,106,0,34,18.71,16,6
2,Royal Challengers Bengaluru,middle,52,0,33,9.45,6,6
2,Royal Challengers Bengaluru,powerplay,48,1,29,9.93,6,11
