innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,7,6,Gujarat Titans,WG Jacks,Noor Ahmad,VK Sharma,wicket,struck down,False
2,10,4,Royal Challengers Bengaluru,WG Jacks,Rashid Khan,Nitin Menon,wicket,upheld,False
