innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kings XI Punjab,1,RS Bopara,0,2,MS Bisla,2,6,5,8
1,Kings XI Punjab,2,RS Bopara,15,14,KC Sangakkara,17,9,34,23
1,Kings XI Punjab,3,Yuvraj Singh,4,5,RS Bopara,0,0,5,5
1,Kings XI Punjab,4,DPMD Jayawardene,0,1,RS Bopara,0,0,0,1
1,Kings XI Punjab,5,IK Pathan,21,16,RS Bopara,38,27,60,43
1,Kings XI Punjab,6,M Kaif,6,6,RS Bopara,3,3,9,9
1,Kings XI Punjab,7,PP Chawla,0,1,RS Bopara,0,2,0,3
1,Kings XI Punjab,8,RR Powar,3,7,PP Chawla,0,0,3,7
1,Kings XI Punjab,9,S Sreesanth,6,9,PP Chawla,5,6,16,15
1,Kings XI Punjab,10,S Sreesanth,9,5,YA Abdulla,0,1,10,6
2,Delhi Daredevils,1,G Gambhir,2,2,V Sehwag,8,6,10,8
2,Delhi Daredevils,2,TM Dilshan,0,3,G Gambhir,0,0,0,3
2,Delhi Daredevils,3,AB de Villiers,7,13,G Gambhir,22,21,35,34
2,Delhi Daredevils,4,G Gambhir,13,11,KD Karthik,20,18,34,29
2,Delhi Daredevils,5,G Gambhir,35,20,M Manhas,26,22,61,42
2,Delhi Daredevils,6,M Manhas,5,2,MF Maharoof,1,1,6,3
