innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,MS Bisla,5,2.2
1,Kings XI Punjab,2,KC Sangakkara,39,6.1
1,Kings XI Punjab,3,Yuvraj Singh,44,6.6
1,Kings XI Punjab,4,DPMD Jayawardene,44,7.1
1,Kings XI Punjab,5,IK Pathan,104,14.2
1,Kings XI Punjab,6,M Kaif,113,15.5
1,Kings XI Punjab,7,RS Bopara,113,16.2
1,Kings XI Punjab,8,RR Powar,116,17.3
1,Kings XI Punjab,9,PP Chawla,132,19.6
2,Delhi Daredevils,1,V Sehwag,10,2.2
2,Delhi Daredevils,2,TM Dilshan,10,2.5
2,Delhi Daredevils,3,AB de Villiers,45,8.3
2,Delhi Daredevils,4,KD Karthik,79,13.2
2,Delhi Daredevils,5,G Gambhir,140,20.2
