match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2014-04-18,Chennai Super Kings,Sheikh Zayed Stadium,3.0,0,21,0,7.0,5,0,0
9,2014-04-22,Sunrisers Hyderabad,Sharjah Cricket Stadium,2.2,0,23,1,9.86,2,1,0
15,2014-04-26,Kolkata Knight Riders,Sheikh Zayed Stadium,4.0,0,24,1,6.0,7,2,0
18,2014-04-28,Royal Challengers Bangalore,Dubai International Cricket Stadium,4.0,0,14,2,3.5,11,0,0
22,2014-05-03,Mumbai Indians,Wankhede Stadium,4.0,0,23,2,5.75,12,0,0
29,2014-05-07,Chennai Super Kings,Barabati Stadium,2.0,0,23,1,11.5,2,1,0
34,2014-05-11,Kolkata Knight Riders,Barabati Stadium,4.0,0,32,0,8.0,2,0,0
39,2014-05-14,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,42,2,10.5,5,2,0
45,2014-05-19,Delhi Daredevils,Feroz Shah Kotla,4.0,0,42,0,10.5,6,0,0
48,2014-05-21,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",4.0,0,30,1,7.5,6,1,0
52,2014-05-23,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",4.0,0,25,2,6.25,10,1,0
55,2014-05-25,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",4.0,0,22,1,5.5,11,2,0
57,2014-05-27,Kolkata Knight Riders,Eden Gardens,4.0,0,44,0,11.0,6,0,0
