innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,JH Kallis,7,2.6
1,Royal Challengers Bangalore,2,RE van der Merwe,62,10.2
1,Royal Challengers Bangalore,3,R Dravid,107,15.2
1,Royal Challengers Bangalore,4,LRPL Taylor,134,17.6
2,Deccan Chargers,1,AC Gilchrist,68,7.5
2,Deccan Chargers,2,TL Suman,91,11.6
2,Deccan Chargers,3,HH Gibbs,116,15.1
2,Deccan Chargers,4,A Symonds,119,16.1
2,Deccan Chargers,5,Y Venugopal Rao,137,18.5
2,Deccan Chargers,6,RG Sharma,138,19.1
