innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bangalore,death,54,1,30,10.8,6,8
1,Royal Challengers Bangalore,middle,83,2,54,9.22,10,16
1,Royal Challengers Bangalore,powerplay,33,1,36,5.5,4,21
2,Deccan Chargers,death,39,3,30,7.8,3,5
2,Deccan Chargers,middle,55,3,54,6.11,3,18
2,Deccan Chargers,powerplay,64,0,36,10.67,9,14
