match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2020-09-21,Sunrisers Hyderabad,Dubai International Cricket Stadium,4.0,0,25,2,6.25,9,1,0
6,2020-09-24,Kings XI Punjab,Dubai International Cricket Stadium,4.0,0,37,0,9.25,7,2,0
10,2020-09-28,Mumbai Indians,Dubai International Cricket Stadium,4.0,0,43,0,10.75,8,2,0
15,2020-10-03,Rajasthan Royals,Sheikh Zayed Stadium,4.0,1,37,1,9.25,10,0,1
19,2020-10-05,Delhi Capitals,Dubai International Cricket Stadium,3.0,0,48,0,16.0,3,0,1
25,2020-10-10,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,18,0,4.5,16,3,0
28,2020-10-12,Kolkata Knight Riders,Sharjah Cricket Stadium,3.0,0,17,1,5.67,8,3,0
31,2020-10-15,Kings XI Punjab,Sharjah Cricket Stadium,4.0,0,21,0,5.25,13,0,0
33,2020-10-17,Rajasthan Royals,Dubai International Cricket Stadium,4.0,0,30,0,7.5,6,0,0
39,2020-10-21,Kolkata Knight Riders,Sheikh Zayed Stadium,3.0,0,23,1,7.67,11,0,0
44,2020-10-25,Chennai Super Kings,Dubai International Cricket Stadium,3.0,0,19,0,6.33,10,0,0
52,2020-10-31,Sunrisers Hyderabad,Sharjah Cricket Stadium,2.0,0,30,1,15.0,5,1,0
58,2020-11-06,Sunrisers Hyderabad,Sheikh Zayed Stadium,3.4,0,31,0,8.45,7,0,0
