match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
26,2024-04-12,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",55,35,2,5,157.14,c Arshad Khan b Naveen-ul-Haq,3
32,2024-04-17,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",20,10,2,2,200.0,c A Manohar b SH Johnson,2
35,2024-04-20,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",65,18,5,7,361.11,c H Klaasen b M Markande,3
40,2024-04-24,Gujarat Titans,"Arun Jaitley Stadium, Delhi",23,14,2,2,164.29,c Noor Ahmad b S Sandeep Warrier,2
43,2024-04-27,Mumbai Indians,"Arun Jaitley Stadium, Delhi",84,27,11,6,311.11,c Mohammad Nabi b PP Chawla,1
47,2024-04-29,Kolkata Knight Riders,"Eden Gardens, Kolkata",12,7,1,1,171.43,c VR Iyer b MA Starc,2
56,2024-05-07,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",50,20,7,3,250.0,c D Ferreira b R Ashwin,1
62,2024-05-12,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",21,8,2,2,262.5,run out (Yash Dayal),2
64,2024-05-14,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",0,2,0,0,0.0,c Naveen-ul-Haq b Arshad Khan,1
