match_number,date,opponent,catches,stumpings,run_outs
20,2024-04-07,Mumbai Indians,2,0,0
40,2024-04-24,Gujarat Titans,1,0,0
47,2024-04-29,Kolkata Knight Riders,1,0,0
62,2024-05-12,Royal Challengers Bengaluru,1,0,0
64,2024-05-14,Lucknow Super Giants,0,0,1
