innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,JP Faulkner,3.0,0,39,1,13.0,5,0,1
1,Rajasthan Royals,KK Cooper,4.0,0,25,0,6.25,4,0,0
1,Rajasthan Royals,PV Tambe,4.0,0,36,0,9.0,4,0,0
1,Rajasthan Royals,R Tewatia,4.0,0,24,1,6.0,10,1,0
1,Rajasthan Royals,SR Watson,2.0,0,16,0,8.0,8,1,0
1,Rajasthan Royals,VS Malik,3.0,0,29,1,9.67,7,1,0
2,Kings XI Punjab,AR Patel,4.0,0,24,3,6.0,6,0,0
2,Kings XI Punjab,BE Hendricks,4.0,0,57,0,14.25,6,0,0
2,Kings XI Punjab,Karanveer Singh,4.0,0,16,2,4.0,12,1,0
2,Kings XI Punjab,L Balaji,4.0,0,37,1,9.25,9,1,0
2,Kings XI Punjab,R Dhawan,4.0,0,25,2,6.25,10,1,0
