innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,V Kohli,11,3.3
1,Royal Challengers Bangalore,2,AB de Villiers,58,7.5
1,Royal Challengers Bangalore,3,AD Nath,99,13.4
1,Royal Challengers Bangalore,4,PA Patel,124,16.4
1,Royal Challengers Bangalore,5,MP Stoinis,126,17.3
1,Royal Challengers Bangalore,6,P Negi,150,19.6
1,Royal Challengers Bangalore,7,MM Ali,160,20.5
2,Chennai Super Kings,1,SR Watson,6,1.5
2,Chennai Super Kings,2,SK Raina,6,1.6
2,Chennai Super Kings,3,F du Plessis,17,4.6
2,Chennai Super Kings,4,KM Jadhav,28,6.5
2,Chennai Super Kings,5,AT Rayudu,83,14.1
2,Chennai Super Kings,6,RA Jadeja,108,17.4
2,Chennai Super Kings,7,DJ Bravo,136,19.6
2,Chennai Super Kings,8,SN Thakur,160,20.6
