innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,20,3,Chennai Super Kings,MM Ali,DJ Bravo,VA Kulkarni,,struck down,False
2,5,2,Royal Challengers Bangalore,KM Jadhav,DW Steyn,RJ Tucker,,struck down,False
