match_number,date,opponent,catches,stumpings,run_outs
6,2014-04-19,Delhi Daredevils,1,0,0
40,2014-05-14,Mumbai Indians,1,0,0
47,2014-05-20,Chennai Super Kings,0,0,1
57,2014-05-27,Kings XI Punjab,0,0,1
