innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Pune Warriors,death,65,1,30,13.0,10,3
1,Pune Warriors,middle,67,3,54,7.44,7,21
1,Pune Warriors,powerplay,40,1,36,6.67,5,17
2,Delhi Daredevils,death,29,4,30,5.8,3,12
2,Delhi Daredevils,middle,58,3,54,6.44,5,20
2,Delhi Daredevils,powerplay,47,2,36,7.83,6,20
