innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Pune Warriors,1,RV Uthappa,24,20,AJ Finch,13,11,38,31
1,Pune Warriors,2,MK Pandey,10,14,AJ Finch,24,13,36,27
1,Pune Warriors,3,Yuvraj Singh,2,4,AJ Finch,15,10,17,14
1,Pune Warriors,4,Yuvraj Singh,1,3,AD Mathews,4,6,5,9
1,Pune Warriors,5,AD Mathews,25,15,LJ Wright,44,23,71,37
1,Pune Warriors,6,AD Mathews,1,1,RV Gomez,4,1,5,2
2,Delhi Daredevils,1,DPMD Jayawardene,9,8,DA Warner,2,5,17,13
2,Delhi Daredevils,2,B Chipli,12,12,DPMD Jayawardene,5,5,23,16
2,Delhi Daredevils,3,V Sehwag,11,10,B Chipli,4,5,15,15
2,Delhi Daredevils,4,B Chipli,0,1,BJ Rohrer,0,0,0,1
2,Delhi Daredevils,5,IK Pathan,2,4,BJ Rohrer,7,9,9,13
2,Delhi Daredevils,6,CM Gautam,30,23,IK Pathan,20,19,54,42
2,Delhi Daredevils,7,IK Pathan,1,1,M Morkel,0,1,1,2
2,Delhi Daredevils,8,UT Yadav,5,5,IK Pathan,1,4,6,9
2,Delhi Daredevils,9,UT Yadav,2,3,S Nadeem,6,5,8,8
2,Delhi Daredevils,10,UT Yadav,1,1,S Kaul,0,0,1,1
