innings,team,wicket_number,player_out,score,over
1,Pune Warriors,1,RV Uthappa,38,6.1
1,Pune Warriors,2,MK Pandey,74,10.4
1,Pune Warriors,3,AJ Finch,91,12.6
1,Pune Warriors,4,Yuvraj Singh,96,14.3
1,Pune Warriors,5,LJ Wright,167,20.4
2,Delhi Daredevils,1,DA Warner,17,3.1
2,Delhi Daredevils,2,DPMD Jayawardene,40,5.5
2,Delhi Daredevils,3,V Sehwag,55,8.2
2,Delhi Daredevils,4,B Chipli,55,8.3
2,Delhi Daredevils,5,BJ Rohrer,64,10.4
2,Delhi Daredevils,6,CM Gautam,118,17.4
2,Delhi Daredevils,7,M Morkel,119,17.6
2,Delhi Daredevils,8,IK Pathan,125,19.3
2,Delhi Daredevils,9,S Nadeem,133,20.5
