match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2020-09-20,Kings XI Punjab,Dubai International Cricket Stadium,7,13,1,0,53.85,c MA Agarwal b Mohammed Shami,3
11,2020-09-29,Sunrisers Hyderabad,Sheikh Zayed Stadium,21,12,0,2,175.0,c MK Pandey b B Kumar,5
16,2020-10-03,Kolkata Knight Riders,Sharjah Cricket Stadium,7,5,0,1,140.0,not out,6
19,2020-10-05,Royal Challengers Bangalore,Dubai International Cricket Stadium,11,7,0,1,157.14,not out,6
23,2020-10-09,Rajasthan Royals,Sharjah Cricket Stadium,45,24,1,5,187.5,c R Tewatia b Kartik Tyagi,6
38,2020-10-20,Kings XI Punjab,Dubai International Cricket Stadium,10,6,0,1,166.67,b Mohammed Shami,6
42,2020-10-24,Kolkata Knight Riders,Sheikh Zayed Stadium,10,5,0,1,200.0,c RA Tripathi b CV Varun,5
47,2020-10-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,16,13,3,0,123.08,b Rashid Khan,4
51,2020-10-31,Mumbai Indians,Dubai International Cricket Stadium,11,13,1,0,84.62,c KH Pandya b NM Coulter-Nile,6
59,2020-11-08,Sunrisers Hyderabad,Sheikh Zayed Stadium,42,22,4,1,190.91,not out,4
60,2020-11-10,Mumbai Indians,Dubai International Cricket Stadium,5,5,1,0,100.0,c NM Coulter-Nile b TA Boult,6
