match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2008-04-18,Kolkata Knight Riders,M Chinnaswamy Stadium,18,15,1,2,120.0,not out,9
12,2008-04-26,Rajasthan Royals,M Chinnaswamy Stadium,34,30,2,3,113.33,"run out (M Rawat, SR Watson)",7
15,2008-04-28,Chennai Super Kings,M Chinnaswamy Stadium,6,5,0,0,120.0,"run out (Joginder Sharma, JDP Oram, MS Dhoni)",8
17,2008-04-30,Delhi Daredevils,Feroz Shah Kotla,6,5,1,0,120.0,c S Dhawan b GD McGrath,1
21,2008-05-03,Deccan Chargers,M Chinnaswamy Stadium,8,4,2,0,200.0,"run out (SB Bangar, SB Styris)",8
25,2008-05-05,Kings XI Punjab,M Chinnaswamy Stadium,0,2,0,0,0.0,c U Kaul b PP Chawla,7
29,2008-05-08,Kolkata Knight Riders,Eden Gardens,4,2,1,0,200.0,not out,6
34,2008-05-12,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",5,7,0,0,71.43,b S Sreesanth,7
39,2008-05-17,Rajasthan Royals,Sawai Mansingh Stadium,0,1,0,0,0.0,c M Kaif b SK Warne,8
43,2008-05-19,Delhi Daredevils,M Chinnaswamy Stadium,2,5,0,0,40.0,b GD McGrath,8
46,2008-05-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",21,11,2,1,190.91,b JA Morkel,8
55,2008-05-28,Mumbai Indians,M Chinnaswamy Stadium,8,11,1,0,72.73,"run out (YV Takawale, CRD Fernando)",8
