match_number,date,opponent,catches,stumpings,run_outs
10,2026-04-05,Lucknow Super Giants,1,0,0
17,2026-04-11,Punjab Kings,1,0,0
21,2026-04-13,Rajasthan Royals,2,0,0
27,2026-04-18,Chennai Super Kings,1,0,0
31,2026-04-21,Delhi Capitals,1,0,0
