innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Titans,AS Joseph,4.0,0,41,1,10.25,9,0,0
1,Gujarat Titans,LH Ferguson,4.0,0,34,1,8.5,11,0,1
1,Gujarat Titans,Mohammed Shami,4.0,0,42,0,10.5,8,2,0
1,Gujarat Titans,PJ Sangwan,3.0,0,23,1,7.67,5,2,0
1,Gujarat Titans,R Tewatia,1.0,0,11,0,11.0,0,0,0
1,Gujarat Titans,Rashid Khan,4.0,0,24,2,6.0,10,0,0
2,Mumbai Indians,DR Sams,3.0,0,18,0,6.0,9,0,0
2,Mumbai Indians,JJ Bumrah,4.0,0,48,0,12.0,7,0,0
2,Mumbai Indians,K Kartikeya,3.0,0,29,0,9.67,4,0,0
2,Mumbai Indians,KA Pollard,2.0,0,13,1,6.5,3,0,0
2,Mumbai Indians,M Ashwin,4.0,0,29,2,7.25,8,0,0
2,Mumbai Indians,RP Meredith,4.0,0,32,0,8.0,7,1,0
