innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,J Fraser-McGurk,114,8.3
1,Delhi Capitals,2,Abishek Porel,127,10.4
1,Delhi Capitals,3,SD Hope,180,14.4
1,Delhi Capitals,4,RR Pant,235,19.1
2,Mumbai Indians,1,RG Sharma,35,4.1
2,Mumbai Indians,2,Ishan Kishan,45,5.1
2,Mumbai Indians,3,SA Yadav,65,6.6
2,Mumbai Indians,4,HH Pandya,136,13.3
2,Mumbai Indians,5,N Wadhera,140,13.5
2,Mumbai Indians,6,TH David,210,18.4
2,Mumbai Indians,7,Mohammad Nabi,223,19.3
2,Mumbai Indians,8,Tilak Varma,234,20.1
2,Mumbai Indians,9,PP Chawla,247,20.6
