innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Capitals,J Fraser-McGurk,84,27,11,6,311.11,c Mohammad Nabi b PP Chawla,1
1,Delhi Capitals,Abishek Porel,36,27,3,1,133.33,c Ishan Kishan b Mohammad Nabi,2
1,Delhi Capitals,SD Hope,41,17,0,5,241.18,c Tilak Varma b L Wood,3
1,Delhi Capitals,RR Pant,29,19,2,2,152.63,c RG Sharma b JJ Bumrah,4
1,Delhi Capitals,T Stubbs,48,25,6,2,192.0,not out,5
1,Delhi Capitals,AR Patel,11,6,0,1,183.33,not out,6
2,Mumbai Indians,Ishan Kishan,20,14,4,0,142.86,c AR Patel b Mukesh Kumar,1
2,Mumbai Indians,RG Sharma,8,8,1,0,100.0,c SD Hope b KK Ahmed,2
2,Mumbai Indians,SA Yadav,26,13,3,2,200.0,c LB Williams b KK Ahmed,3
2,Mumbai Indians,Tilak Varma,63,32,4,4,196.88,"run out (Sumit Kumar, RR Pant)",4
2,Mumbai Indians,HH Pandya,46,24,4,3,191.67,c Mukesh Kumar b Rasikh Salam,5
2,Mumbai Indians,N Wadhera,4,2,1,0,200.0,c RR Pant b Rasikh Salam,6
2,Mumbai Indians,TH David,37,17,2,3,217.65,lbw b Mukesh Kumar,7
2,Mumbai Indians,Mohammad Nabi,7,4,0,1,175.0,c SD Hope b Rasikh Salam,8
2,Mumbai Indians,PP Chawla,10,4,1,1,250.0,c SD Hope b Mukesh Kumar,9
2,Mumbai Indians,L Wood,9,3,0,1,300.0,not out,10
