innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,B Lee,4.0,0,15,1,3.75,15,0,0
1,Kolkata Knight Riders,JH Kallis,2.0,0,16,0,8.0,2,0,0
1,Kolkata Knight Riders,L Balaji,4.0,0,22,2,5.5,8,0,0
1,Kolkata Knight Riders,R Bhatia,4.0,0,26,1,6.5,5,0,1
1,Kolkata Knight Riders,SP Narine,4.0,0,26,2,6.5,10,0,0
1,Kolkata Knight Riders,YK Pathan,2.0,0,19,0,9.5,1,0,0
2,Deccan Chargers,A Mishra,4.0,0,27,1,6.75,9,1,0
2,Deccan Chargers,Anand Rajan,2.0,0,11,1,5.5,4,1,0
2,Deccan Chargers,Ankit Sharma,4.0,0,19,1,4.75,11,0,0
2,Deccan Chargers,CL White,1.0,0,8,0,8.0,0,2,0
2,Deccan Chargers,DW Steyn,4.0,0,24,2,6.0,13,1,0
2,Deccan Chargers,JP Duminy,0.0,0,1,0,0.0,0,1,0
2,Deccan Chargers,V Pratap Singh,4.0,0,35,0,8.75,8,1,0
