innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,KC Sangakkara,37,6.5
1,Deccan Chargers,2,PA Patel,81,12.3
1,Deccan Chargers,3,CL White,95,15.1
1,Deccan Chargers,4,S Dhawan,100,16.4
1,Deccan Chargers,5,IR Jaggi,109,18.4
1,Deccan Chargers,6,Ankit Sharma,113,19.3
1,Deccan Chargers,7,DW Steyn,121,20.2
2,Kolkata Knight Riders,1,BB McCullum,16,3.5
2,Kolkata Knight Riders,2,MS Bisla,44,7.6
2,Kolkata Knight Riders,3,G Gambhir,64,10.5
2,Kolkata Knight Riders,4,YK Pathan,72,11.4
2,Kolkata Knight Riders,5,JH Kallis,105,17.2
