innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,F du Plessis,37,5.4
1,Royal Challengers Bengaluru,2,V Kohli,56,8.2
1,Royal Challengers Bengaluru,3,C Green,97,13.3
1,Royal Challengers Bengaluru,4,GJ Maxwell,97,13.4
1,Royal Challengers Bengaluru,5,RM Patidar,122,15.2
1,Royal Challengers Bengaluru,6,KD Karthik,154,19.2
1,Royal Challengers Bengaluru,7,MK Lomror,159,19.5
1,Royal Challengers Bengaluru,8,KV Sharma,172,20.6
2,Rajasthan Royals,1,T Kohler-Cadmore,46,6.3
2,Rajasthan Royals,2,YBK Jaiswal,81,10.2
2,Rajasthan Royals,3,SV Samson,86,11.0
2,Rajasthan Royals,4,Dhruv Jurel,112,14.1
2,Rajasthan Royals,5,R Parag,157,18.2
2,Rajasthan Royals,6,SO Hetmyer,160,18.6
