innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,15,3,Royal Challengers Bengaluru,KD Karthik,Avesh Khan,KN Ananthapadmanabhan,wicket,upheld,False
2,10,2,Royal Challengers Bengaluru,YBK Jaiswal,C Green,KN Ananthapadmanabhan,wicket,upheld,False
2,12,4,Royal Challengers Bengaluru,R Parag,C Green,KN Ananthapadmanabhan,wicket,struck down,False
