innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Lucknow Super Giants,Q de Kock,10,9,0,1,111.11,c RG Sharma b JJ Bumrah,1
1,Lucknow Super Giants,KL Rahul,103,62,12,4,166.13,not out,2
1,Lucknow Super Giants,MK Pandey,22,22,0,1,100.0,c RP Meredith b KA Pollard,3
1,Lucknow Super Giants,MP Stoinis,0,3,0,0,0.0,c Tilak Varma b DR Sams,4
1,Lucknow Super Giants,KH Pandya,1,2,0,0,50.0,c HR Shokeen b KA Pollard,5
1,Lucknow Super Giants,DJ Hooda,10,9,1,0,111.11,c D Brevis b RP Meredith,6
1,Lucknow Super Giants,A Badoni,14,11,0,1,127.27,c KA Pollard b RP Meredith,7
1,Lucknow Super Giants,JO Holder,0,2,0,0,0.0,not out,8
2,Mumbai Indians,Ishan Kishan,8,20,0,0,40.0,c JO Holder b Ravi Bishnoi,1
2,Mumbai Indians,RG Sharma,39,31,5,1,125.81,c K Gowtham b KH Pandya,2
2,Mumbai Indians,D Brevis,3,5,0,0,60.0,c PVD Chameera b Mohsin Khan,3
2,Mumbai Indians,SA Yadav,7,7,1,0,100.0,c KL Rahul b A Badoni,4
2,Mumbai Indians,Tilak Varma,38,27,2,2,140.74,c Ravi Bishnoi b JO Holder,5
2,Mumbai Indians,KA Pollard,19,20,0,1,95.0,c DJ Hooda b KH Pandya,6
2,Mumbai Indians,DR Sams,3,7,0,0,42.86,c Ravi Bishnoi b KH Pandya,7
2,Mumbai Indians,JD Unadkat,1,1,0,0,100.0,"run out (KH Pandya, JO Holder)",8
2,Mumbai Indians,JJ Bumrah,0,2,0,0,0.0,not out,10
