innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,Q de Kock,27,4.6
1,Lucknow Super Giants,2,MK Pandey,85,12.5
1,Lucknow Super Giants,3,MP Stoinis,102,13.5
1,Lucknow Super Giants,4,KH Pandya,103,14.1
1,Lucknow Super Giants,5,DJ Hooda,121,16.3
1,Lucknow Super Giants,6,A Badoni,168,20.4
2,Mumbai Indians,1,Ishan Kishan,49,8.1
2,Mumbai Indians,2,D Brevis,54,9.3
2,Mumbai Indians,3,RG Sharma,58,10.4
2,Mumbai Indians,4,SA Yadav,67,12.2
2,Mumbai Indians,5,Tilak Varma,124,18.5
2,Mumbai Indians,6,KA Pollard,131,20.1
2,Mumbai Indians,7,JD Unadkat,132,20.3
2,Mumbai Indians,8,DR Sams,132,20.4
