innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,BA Stokes,3.0,0,29,0,9.67,4,0,0
1,Rajasthan Royals,DS Kulkarni,3.0,0,26,0,8.67,7,1,0
1,Rajasthan Royals,JC Archer,4.0,0,47,1,11.75,5,0,1
1,Rajasthan Royals,K Gowtham,4.0,0,19,0,4.75,9,0,0
1,Rajasthan Royals,S Gopal,4.0,1,12,3,3.0,16,0,0
1,Rajasthan Royals,STR Binny,1.0,0,6,0,6.0,1,0,0
1,Rajasthan Royals,VR Aaron,1.0,0,16,0,16.0,0,0,0
2,Royal Challengers Bangalore,MM Ali,1.0,0,14,0,14.0,1,0,0
2,Royal Challengers Bangalore,MP Stoinis,3.0,0,28,0,9.33,3,0,0
2,Royal Challengers Bangalore,Mohammed Siraj,4.0,0,25,1,6.25,11,1,0
2,Royal Challengers Bangalore,Navdeep Saini,4.0,0,35,0,8.75,10,1,0
2,Royal Challengers Bangalore,UT Yadav,3.5,0,40,0,10.43,6,1,0
2,Royal Challengers Bangalore,YS Chahal,4.0,0,17,2,4.25,11,2,0
