innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bangalore,V Kohli,23,25,3,0,92.0,b S Gopal,1
1,Royal Challengers Bangalore,PA Patel,67,41,9,1,163.41,c AM Rahane b JC Archer,2
1,Royal Challengers Bangalore,AB de Villiers,13,9,2,0,144.44,c & b S Gopal,3
1,Royal Challengers Bangalore,SO Hetmyer,1,9,0,0,11.11,c JC Buttler b S Gopal,4
1,Royal Challengers Bangalore,MP Stoinis,31,28,2,1,110.71,not out,5
1,Royal Challengers Bangalore,MM Ali,18,9,2,1,200.0,not out,6
2,Rajasthan Royals,AM Rahane,22,20,4,0,110.0,lbw b YS Chahal,1
2,Rajasthan Royals,JC Buttler,59,43,8,1,137.21,c MP Stoinis b YS Chahal,2
2,Rajasthan Royals,SPD Smith,38,31,2,1,122.58,c UT Yadav b Mohammed Siraj,3
2,Rajasthan Royals,RA Tripathi,34,23,3,1,147.83,not out,4
2,Rajasthan Royals,BA Stokes,1,2,0,0,50.0,not out,5
