innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,Shubman Gill,24,6.4
1,Kolkata Knight Riders,2,N Rana,45,9.1
1,Kolkata Knight Riders,3,SP Narine,54,10.5
1,Kolkata Knight Riders,4,EJG Morgan,61,11.2
1,Kolkata Knight Riders,5,RA Tripathi,94,16.2
1,Kolkata Knight Riders,6,AD Russell,117,18.4
1,Kolkata Knight Riders,7,KD Karthik,118,18.6
1,Kolkata Knight Riders,8,PJ Cummins,133,20.2
1,Kolkata Knight Riders,9,Shivam Mavi,133,20.6
2,Rajasthan Royals,1,JC Buttler,21,4.2
2,Rajasthan Royals,2,YBK Jaiswal,40,5.5
2,Rajasthan Royals,3,S Dube,85,11.5
2,Rajasthan Royals,4,R Tewatia,100,14.4
