match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
7,2015-04-12,Mumbai Indians,Wankhede Stadium,6,6,1,0,100.0,c R Vinay Kumar b SL Malinga,6
27,2015-04-27,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",4,6,0,0,66.67,lbw b B Kumar,8
50,2015-05-13,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",1,1,0,0,100.0,not out,8
53,2015-05-16,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",25,20,1,2,125.0,not out,8
