innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Mumbai Indians,1,AC Blizzard,6,6,SR Tendulkar,12,9,18,15
1,Mumbai Indians,2,AT Rayudu,21,20,SR Tendulkar,12,15,40,35
1,Mumbai Indians,3,RG Sharma,5,8,AT Rayudu,6,8,11,16
1,Mumbai Indians,4,RG Sharma,7,12,TL Suman,20,8,27,20
1,Mumbai Indians,5,TL Suman,16,8,KA Pollard,2,5,18,13
1,Mumbai Indians,6,KA Pollard,7,5,A Symonds,3,3,10,8
1,Mumbai Indians,7,KA Pollard,19,11,Harbhajan Singh,9,3,36,13
1,Mumbai Indians,8,KA Pollard,19,11,Harbhajan Singh,9,3,36,13
2,Pune Warriors,1,JD Ryder,0,1,MK Pandey,0,0,0,1
2,Pune Warriors,2,GC Smith,6,12,MK Pandey,11,9,17,21
2,Pune Warriors,3,AA Jhunjhunwala,10,15,MK Pandey,12,15,29,30
2,Pune Warriors,4,MK Pandey,11,9,Yuvraj Singh,20,16,31,25
2,Pune Warriors,5,MK Pandey,25,14,RV Uthappa,14,19,42,33
2,Pune Warriors,6,RV Uthappa,9,3,M Manhas,0,1,9,4
2,Pune Warriors,7,RV Uthappa,11,4,SB Wagh,0,1,11,5
2,Pune Warriors,8,R Sharma,0,1,RV Uthappa,0,0,0,1
