innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,AC Blizzard,18,3.3
1,Mumbai Indians,2,SR Tendulkar,58,9.2
1,Mumbai Indians,3,AT Rayudu,69,11.6
1,Mumbai Indians,4,RG Sharma,96,15.2
1,Mumbai Indians,5,TL Suman,114,17.3
1,Mumbai Indians,6,A Symonds,124,18.5
1,Mumbai Indians,7,KA Pollard,160,20.6
2,Pune Warriors,1,JD Ryder,0,1.1
2,Pune Warriors,2,GC Smith,17,4.4
2,Pune Warriors,3,AA Jhunjhunwala,46,9.4
2,Pune Warriors,4,Yuvraj Singh,77,13.5
2,Pune Warriors,5,MK Pandey,119,19.2
2,Pune Warriors,6,M Manhas,128,19.6
2,Pune Warriors,7,SB Wagh,139,20.5
