innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Chennai Super Kings,S Anirudha,0,1,0,0,0.0,lbw b P Kumar,1
1,Chennai Super Kings,M Vijay,74,43,6,4,172.09,st AC Gilchrist b PP Chawla,2
1,Chennai Super Kings,SK Raina,0,1,0,0,0.0,c PC Valthaty b P Kumar,3
1,Chennai Super Kings,S Badrinath,66,56,8,0,117.86,not out,4
1,Chennai Super Kings,MS Dhoni,43,20,4,2,215.0,b RJ Harris,5
2,Kings XI Punjab,PC Valthaty,120,63,19,2,190.48,not out,1
2,Kings XI Punjab,AC Gilchrist,19,15,2,0,126.67,c S Randiv b JA Morkel,2
2,Kings XI Punjab,SE Marsh,12,14,0,0,85.71,"run out (S Randiv, S Anirudha)",3
2,Kings XI Punjab,Sunny Singh,20,11,2,1,181.82,c SB Jakati b S Randiv,4
2,Kings XI Punjab,AM Nayar,0,1,0,0,0.0,lbw b TG Southee,5
2,Kings XI Punjab,KD Karthik,21,11,2,1,190.91,not out,6
