innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,11,3,Kolkata Knight Riders,SV Samson,SP Narine,AK Chaudhary,,upheld,False
2,9,2,Rajasthan Royals,N Rana,IS Sodhi,HDPK Dharmasena,,upheld,False
2,16,3,Rajasthan Royals,KD Karthik,BA Stokes,AK Chaudhary,,struck down,True
