innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RG Sharma,7,2.3
1,Mumbai Indians,2,HH Pandya,19,4.3
1,Mumbai Indians,3,JC Buttler,51,9.5
1,Mumbai Indians,4,KA Pollard,59,11.1
1,Mumbai Indians,5,PA Patel,77,13.6
1,Mumbai Indians,6,Harbhajan Singh,88,16.5
1,Mumbai Indians,7,AT Rayudu,99,17.6
1,Mumbai Indians,8,TG Southee,141,20.5
2,Gujarat Lions,1,BB McCullum,12,2.3
2,Gujarat Lions,2,SK Raina,65,9.3
2,Gujarat Lions,3,KD Karthik,80,12.1
2,Gujarat Lions,4,DJ Bravo,83,13.2
2,Gujarat Lions,5,AD Nath,109,17.1
2,Gujarat Lions,6,JP Faulkner,131,19.2
2,Gujarat Lions,7,P Kumar,131,19.4
