innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Mumbai Indians,1,RG Sharma,7,9,PA Patel,0,0,7,9
1,Mumbai Indians,2,HH Pandya,2,6,PA Patel,9,6,12,12
1,Mumbai Indians,3,JC Buttler,16,21,PA Patel,12,11,32,32
1,Mumbai Indians,4,KA Pollard,1,3,PA Patel,7,5,8,8
1,Mumbai Indians,5,PA Patel,6,7,AT Rayudu,12,10,18,17
1,Mumbai Indians,6,AT Rayudu,3,4,Harbhajan Singh,8,13,11,17
1,Mumbai Indians,7,KH Pandya,5,3,AT Rayudu,5,5,11,7
1,Mumbai Indians,8,KH Pandya,13,7,TG Southee,25,11,42,17
1,Mumbai Indians,9,KH Pandya,2,1,MJ McClenaghan,0,0,2,1
2,Gujarat Lions,1,AJ Finch,6,5,BB McCullum,6,4,12,9
2,Gujarat Lions,2,SK Raina,27,22,AJ Finch,22,20,53,42
2,Gujarat Lions,3,AJ Finch,5,5,KD Karthik,9,11,15,16
2,Gujarat Lions,4,DJ Bravo,2,6,AJ Finch,0,1,3,7
2,Gujarat Lions,5,AD Nath,12,11,AJ Finch,14,12,26,23
2,Gujarat Lions,6,AJ Finch,10,6,JP Faulkner,7,8,22,13
2,Gujarat Lions,7,P Kumar,0,2,AJ Finch,0,0,0,2
2,Gujarat Lions,8,DS Kulkarni,6,3,AJ Finch,10,5,16,8
