innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Mumbai Indians,death,61,3,30,12.2,7,7
1,Mumbai Indians,middle,51,3,54,5.67,4,26
1,Mumbai Indians,powerplay,31,2,36,5.17,5,22
2,Gujarat Lions,death,48,3,30,9.6,5,8
2,Gujarat Lions,middle,57,3,54,6.33,5,20
2,Gujarat Lions,powerplay,42,1,36,7.0,7,19
