match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2019-03-23,Royal Challengers Bangalore,MA Chidambaram Stadium,13,19,1,0,68.42,not out,4
5,2019-03-26,Delhi Capitals,Arun Jaitley Stadium,27,34,2,0,79.41,c RR Pant b K Rabada,4
12,2019-03-31,Rajasthan Royals,MA Chidambaram Stadium,8,3,2,0,266.67,c JC Buttler b DS Kulkarni,4
15,2019-04-03,Mumbai Indians,Wankhede Stadium,58,54,8,1,107.41,c Q de Kock b SL Malinga,4
23,2019-04-09,Kolkata Knight Riders,MA Chidambaram Stadium,8,8,1,0,100.0,not out,5
25,2019-04-11,Rajasthan Royals,Sawai Mansingh Stadium,1,6,0,0,16.67,c BA Stokes b JC Archer,5
29,2019-04-14,Kolkata Knight Riders,Eden Gardens,20,12,3,1,166.67,lbw b PP Chawla,5
33,2019-04-17,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1,2,0,0,50.0,lbw b Rashid Khan,5
39,2019-04-21,Royal Challengers Bangalore,M.Chinnaswamy Stadium,9,9,2,0,100.0,c AB de Villiers b UT Yadav,5
41,2019-04-23,Sunrisers Hyderabad,MA Chidambaram Stadium,11,10,0,1,110.0,not out,5
44,2019-04-26,Mumbai Indians,MA Chidambaram Stadium,6,11,0,0,54.55,b KH Pandya,5
55,2019-05-05,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,0,1,0,0,0.0,b Mohammed Shami,6
