match_number,date,opponent,catches,stumpings,run_outs
2,2009-04-18,Royal Challengers Bangalore,2,0,0
10,2009-04-23,Kolkata Knight Riders,3,0,1
15,2009-04-26,Kings XI Punjab,1,0,1
22,2009-04-30,Chennai Super Kings,0,1,0
