match_number,date,opponent,catches,stumpings,run_outs
11,2022-04-03,Punjab Kings,0,0,1
17,2022-04-09,Sunrisers Hyderabad,1,0,0
22,2022-04-12,Royal Challengers Bangalore,2,0,0
29,2022-04-17,Gujarat Titans,1,0,0
