innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,A Singh,3.0,0,23,0,7.67,6,0,0
1,Rajasthan Royals,AS Raut,1.0,0,10,0,10.0,1,0,0
1,Rajasthan Royals,J Botha,4.0,0,23,1,5.75,8,1,0
1,Rajasthan Royals,MM Patel,4.0,0,39,2,9.75,11,0,3
1,Rajasthan Royals,RA Jadeja,2.0,0,13,0,6.5,2,0,0
1,Rajasthan Royals,SK Trivedi,1.0,0,9,0,9.0,3,0,0
1,Rajasthan Royals,SK Warne,4.0,0,28,0,7.0,4,0,0
1,Rajasthan Royals,YK Pathan,1.0,0,4,0,4.0,2,0,0
2,Delhi Daredevils,A Mishra,4.0,0,33,3,8.25,7,0,2
2,Delhi Daredevils,A Nehra,3.0,0,8,1,2.67,13,1,0
2,Delhi Daredevils,AM Salvi,4.0,0,19,2,4.75,12,1,0
2,Delhi Daredevils,DP Nannes,4.0,0,33,1,8.25,10,3,0
2,Delhi Daredevils,MF Maharoof,4.0,0,27,2,6.75,9,0,0
2,Delhi Daredevils,TM Dilshan,1.0,0,10,0,10.0,1,0,0
