innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,KK Nair,13,3.1
1,Rajasthan Royals,2,SV Samson,54,9.3
1,Rajasthan Royals,3,SR Watson,118,16.6
1,Rajasthan Royals,4,STR Binny,128,18.2
1,Rajasthan Royals,5,AM Rahane,145,20.3
2,Kolkata Knight Riders,1,MS Bisla,21,4.4
2,Kolkata Knight Riders,2,JH Kallis,49,9.5
2,Kolkata Knight Riders,3,MK Pandey,85,13.6
2,Kolkata Knight Riders,4,G Gambhir,88,14.4
2,Kolkata Knight Riders,5,SA Yadav,137,19.1
2,Kolkata Knight Riders,6,RV Uthappa,141,19.4
2,Kolkata Knight Riders,7,R Vinay Kumar,141,19.5
2,Kolkata Knight Riders,8,PP Chawla,146,20.2
