innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,SE Marsh,68,9.1
1,Kings XI Punjab,2,Azhar Mahmood,97,12.6
1,Kings XI Punjab,3,DA Miller,127,16.5
1,Kings XI Punjab,4,Mandeep Singh,133,17.5
1,Kings XI Punjab,5,DJ Hussey,138,18.2
1,Kings XI Punjab,6,PP Chawla,138,18.4
1,Kings XI Punjab,7,Bipul Sharma,148,19.4
1,Kings XI Punjab,8,N Saini,154,20.5
2,Chennai Super Kings,1,F du Plessis,47,6.3
2,Chennai Super Kings,2,S Badrinath,62,8.4
2,Chennai Super Kings,3,SK Raina,71,11.2
2,Chennai Super Kings,4,WP Saha,87,13.4
2,Chennai Super Kings,5,MS Dhoni,88,14.2
2,Chennai Super Kings,6,RA Jadeja,98,15.4
2,Chennai Super Kings,7,DJ Bravo,136,19.5
2,Chennai Super Kings,8,JA Morkel,140,20.1
