innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,V Kohli,35,4.1
1,Royal Challengers Bangalore,2,PA Patel,71,7.2
1,Royal Challengers Bangalore,3,MM Ali,76,8.3
1,Royal Challengers Bangalore,4,AD Nath,81,9.6
2,Kings XI Punjab,1,CH Gayle,42,4.2
2,Kings XI Punjab,2,MA Agarwal,101,10.1
2,Kings XI Punjab,3,KL Rahul,105,11.1
2,Kings XI Punjab,4,DA Miller,173,19.1
2,Kings XI Punjab,5,N Pooran,176,19.6
2,Kings XI Punjab,6,R Ashwin,182,20.2
2,Kings XI Punjab,7,GC Viljoen,182,20.3
