match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
16,2020-10-03,Delhi Capitals,Sharjah Cricket Stadium,36,16,3,3,225.0,b MP Stoinis,8
21,2020-10-07,Chennai Super Kings,Sheikh Zayed Stadium,81,51,8,3,158.82,c SR Watson b DJ Bravo,1
24,2020-10-10,Kings XI Punjab,Sheikh Zayed Stadium,4,10,1,0,40.0,b Mohammed Shami,1
28,2020-10-12,Royal Challengers Bangalore,Sharjah Cricket Stadium,16,22,1,0,72.73,c CH Morris b Mohammed Siraj,7
32,2020-10-16,Mumbai Indians,Sheikh Zayed Stadium,7,9,1,0,77.78,c SA Yadav b TA Boult,1
35,2020-10-18,Sunrisers Hyderabad,Sheikh Zayed Stadium,23,16,2,1,143.75,b T Natarajan,2
39,2020-10-21,Royal Challengers Bangalore,Sheikh Zayed Stadium,1,5,0,0,20.0,c AB de Villiers b Mohammed Siraj,2
42,2020-10-24,Delhi Capitals,Sheikh Zayed Stadium,13,12,1,0,108.33,b A Nortje,3
46,2020-10-26,Kings XI Punjab,Sharjah Cricket Stadium,7,4,0,1,175.0,c KL Rahul b Mohammed Shami,3
49,2020-10-29,Chennai Super Kings,Dubai International Cricket Stadium,3,2,0,0,150.0,not out,7
54,2020-11-01,Rajasthan Royals,Dubai International Cricket Stadium,39,34,4,2,114.71,c RV Uthappa b S Gopal,3
