innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Punjab Kings,P Simran Singh,12,16,0,1,75.0,c SPD Smith b K Rabada,1
1,Punjab Kings,MA Agarwal,99,58,8,4,170.69,not out,2
1,Punjab Kings,CH Gayle,13,9,1,1,144.44,b K Rabada,3
1,Punjab Kings,DJ Malan,26,26,1,1,100.0,b AR Patel,4
1,Punjab Kings,DJ Hooda,1,1,0,0,100.0,run out (),5
1,Punjab Kings,M Shahrukh Khan,4,5,0,0,80.0,c SO Hetmyer b Avesh Khan,6
1,Punjab Kings,CJ Jordan,2,3,0,0,66.67,c Lalit Yadav b K Rabada,7
1,Punjab Kings,Harpreet Brar,4,2,1,0,200.0,not out,8
2,Delhi Capitals,PP Shaw,39,22,3,3,177.27,b Harpreet Brar,1
2,Delhi Capitals,S Dhawan,69,47,6,2,146.81,not out,2
2,Delhi Capitals,SPD Smith,24,22,1,0,109.09,c DJ Malan b RP Meredith,3
2,Delhi Capitals,RR Pant,14,11,1,1,127.27,c MA Agarwal b CJ Jordan,4
2,Delhi Capitals,SO Hetmyer,16,4,1,2,400.0,not out,5
