innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,Q de Kock,52,6.3
1,Lucknow Super Giants,2,MK Pandey,124,14.2
1,Lucknow Super Giants,3,MP Stoinis,155,17.1
1,Lucknow Super Giants,4,DJ Hooda,198,20.4
2,Mumbai Indians,1,RG Sharma,16,3.4
2,Mumbai Indians,2,D Brevis,57,6.5
2,Mumbai Indians,3,Ishan Kishan,57,7.2
2,Mumbai Indians,4,Tilak Varma,121,15.2
2,Mumbai Indians,5,SA Yadav,127,16.3
2,Mumbai Indians,6,FA Allen,153,18.4
2,Mumbai Indians,7,JD Unadkat,175,20.1
2,Mumbai Indians,8,M Ashwin,181,20.3
2,Mumbai Indians,9,KA Pollard,181,20.5
