innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Lucknow Super Giants,1,KL Rahul,27,20,Q de Kock,24,13,52,33
1,Lucknow Super Giants,2,MK Pandey,38,29,KL Rahul,33,18,72,47
1,Lucknow Super Giants,3,MP Stoinis,10,9,KL Rahul,21,8,31,17
1,Lucknow Super Giants,4,DJ Hooda,15,8,KL Rahul,22,13,43,21
1,Lucknow Super Giants,5,KH Pandya,1,1,KL Rahul,0,1,1,2
2,Mumbai Indians,1,Ishan Kishan,9,9,RG Sharma,6,7,16,16
2,Mumbai Indians,2,D Brevis,31,13,Ishan Kishan,4,6,41,19
2,Mumbai Indians,3,SA Yadav,0,1,Ishan Kishan,0,2,0,3
2,Mumbai Indians,4,Tilak Varma,26,26,SA Yadav,34,22,64,48
2,Mumbai Indians,5,KA Pollard,3,3,SA Yadav,3,4,6,7
2,Mumbai Indians,6,FA Allen,8,7,KA Pollard,18,6,26,13
2,Mumbai Indians,7,JD Unadkat,14,6,KA Pollard,4,3,22,9
2,Mumbai Indians,8,M Ashwin,6,2,KA Pollard,0,0,6,2
2,Mumbai Indians,9,KA Pollard,0,2,JJ Bumrah,0,0,0,2
2,Mumbai Indians,10,TS Mills,0,1,JJ Bumrah,0,0,0,1
