innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,MA Agarwal,4,1.2
1,Punjab Kings,2,PBB Rajapaksa,14,2.2
1,Punjab Kings,3,S Dhawan,109,10.6
1,Punjab Kings,4,LS Livingstone,115,11.4
1,Punjab Kings,5,JM Sharma,146,15.5
1,Punjab Kings,6,M Shahrukh Khan,151,16.4
1,Punjab Kings,7,OF Smith,161,18.1
1,Punjab Kings,8,RD Chahar,176,19.6
2,Chennai Super Kings,1,RD Gaikwad,10,2.6
2,Chennai Super Kings,2,RV Uthappa,14,3.2
2,Chennai Super Kings,3,MM Ali,22,5.4
2,Chennai Super Kings,4,RA Jadeja,23,6.3
2,Chennai Super Kings,5,AT Rayudu,36,8.3
2,Chennai Super Kings,6,S Dube,98,15.5
2,Chennai Super Kings,7,DJ Bravo,98,15.6
2,Chennai Super Kings,8,D Pretorius,107,16.5
2,Chennai Super Kings,9,MS Dhoni,121,18.1
2,Chennai Super Kings,10,CJ Jordan,126,18.6
