innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,16,6,Chennai Super Kings,CJ Jordan,RD Chahar,YC Barde,,upheld,False
2,18,1,Punjab Kings,MS Dhoni,RD Chahar,YC Barde,,upheld,False
