innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,S Dhawan,51,7.4
1,Deccan Chargers,2,DB Ravi Teja,56,8.3
1,Deccan Chargers,3,KC Sangakkara,76,11.6
1,Deccan Chargers,4,DT Christian,98,15.3
1,Deccan Chargers,5,JP Duminy,119,19.1
1,Deccan Chargers,6,S Sohal,124,19.4
1,Deccan Chargers,7,A Mishra,124,19.5
1,Deccan Chargers,8,DW Steyn,135,20.5
2,Pune Warriors,1,JD Ryder,55,7.5
2,Pune Warriors,2,MK Pandey,93,12.5
2,Pune Warriors,3,RV Uthappa,96,13.4
2,Pune Warriors,4,Yuvraj Singh,119,17.2
