innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Pune Warriors,B Kumar,3.0,0,24,0,8.0,3,0,0
1,Pune Warriors,MR Marsh,4.0,0,25,4,6.25,8,0,0
1,Pune Warriors,R Sharma,4.0,0,24,1,6.0,5,0,0
1,Pune Warriors,SB Wagh,1.0,0,8,0,8.0,4,0,0
1,Pune Warriors,WD Parnell,4.0,0,38,1,9.5,5,1,0
1,Pune Warriors,Yuvraj Singh,4.0,0,17,2,4.25,9,0,0
2,Deccan Chargers,A Mishra,3.2,0,26,1,7.8,12,0,1
2,Deccan Chargers,DT Christian,3.0,0,21,2,7.0,10,1,0
2,Deccan Chargers,DW Steyn,4.0,0,30,0,7.5,12,1,0
2,Deccan Chargers,I Sharma,3.0,0,25,0,8.33,7,0,0
2,Deccan Chargers,JP Duminy,2.0,0,22,0,11.0,6,0,0
2,Deccan Chargers,PP Ojha,3.0,0,13,1,4.33,9,0,0
