match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2015-04-11,Kolkata Knight Riders,Eden Gardens,96,56,7,7,171.43,"run out (MK Pandey, RV Uthappa)",1
8,2015-04-13,Sunrisers Hyderabad,M Chinnaswamy Stadium,21,16,3,1,131.25,c A Ashish Reddy b P Kumar,1
16,2015-04-19,Mumbai Indians,M Chinnaswamy Stadium,10,24,0,0,41.67,b Harbhajan Singh,1
22,2015-04-24,Rajasthan Royals,"Sardar Patel Stadium, Motera",20,17,3,1,117.65,c SV Samson b SR Watson,1
26,2015-04-26,Delhi Daredevils,Feroz Shah Kotla,62,40,6,4,155.0,not out,1
29,2015-04-29,Rajasthan Royals,M Chinnaswamy Stadium,10,4,1,1,250.0,c DJ Hooda b TG Southee,1
33,2015-05-02,Kolkata Knight Riders,M Chinnaswamy Stadium,21,9,0,3,233.33,c AD Russell b GB Hogg,1
40,2015-05-06,Kings XI Punjab,M Chinnaswamy Stadium,117,57,7,12,205.26,c & b AR Patel,1
46,2015-05-10,Mumbai Indians,Wankhede Stadium,13,12,1,1,108.33,c LMP Simmons b SL Malinga,1
50,2015-05-13,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",17,14,1,1,121.43,c WP Saha b Sandeep Sharma,1
52,2015-05-15,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",35,10,4,3,350.0,c S Dhawan b MC Henriques,1
55,2015-05-17,Delhi Daredevils,M Chinnaswamy Stadium,1,5,0,0,20.0,not out,2
58,2015-05-20,Rajasthan Royals,Maharashtra Cricket Association Stadium,27,26,4,1,103.85,b DS Kulkarni,1
59,2015-05-22,Chennai Super Kings,JSCA International Stadium Complex,41,43,2,3,95.35,c & b SK Raina,1
