innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,A Zampa,4.0,0,26,1,6.5,6,0,0
1,Rajasthan Royals,Navdeep Saini,4.0,0,40,3,10.0,9,1,0
1,Rajasthan Royals,Sandeep Sharma,4.0,0,46,0,11.5,6,2,1
1,Rajasthan Royals,TA Boult,4.0,0,35,1,8.75,12,1,0
1,Rajasthan Royals,YS Chahal,4.0,0,40,0,10.0,9,1,0
2,Punjab Kings,Arshdeep Singh,4.0,0,40,1,10.0,10,3,0
2,Punjab Kings,K Rabada,4.0,0,40,2,10.0,12,1,1
2,Punjab Kings,NT Ellis,4.0,0,34,1,8.5,8,1,0
2,Punjab Kings,RD Chahar,3.4,0,28,1,7.64,5,0,0
2,Punjab Kings,SM Curran,4.0,0,46,1,11.5,9,2,0
