innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Titans,AS Joseph,4.0,0,32,1,8.0,11,5,0
1,Gujarat Titans,J Little,4.0,0,31,1,7.75,10,3,0
1,Gujarat Titans,MM Sharma,4.0,0,18,2,4.5,12,0,0
1,Gujarat Titans,Mohammed Shami,4.0,0,44,1,11.0,9,1,0
1,Gujarat Titans,Rashid Khan,4.0,0,26,1,6.5,12,0,0
2,Punjab Kings,Arshdeep Singh,4.0,0,33,1,8.25,7,0,0
2,Punjab Kings,Harpreet Brar,4.0,0,20,1,5.0,8,0,0
2,Punjab Kings,K Rabada,4.0,0,36,1,9.0,9,0,0
2,Punjab Kings,MW Short,1.0,0,8,0,8.0,1,0,0
2,Punjab Kings,RD Chahar,3.0,0,24,0,8.0,3,0,0
2,Punjab Kings,SM Curran,3.5,0,25,1,6.52,6,0,0
