innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,P Simran Singh,0,1.2
1,Punjab Kings,2,S Dhawan,28,4.2
1,Punjab Kings,3,MW Short,55,7.4
1,Punjab Kings,4,JM Sharma,92,13.2
1,Punjab Kings,5,PBB Rajapaksa,115,17.5
1,Punjab Kings,6,SM Curran,136,19.1
1,Punjab Kings,7,M Shahrukh Khan,152,20.4
1,Punjab Kings,8,R Dhawan,153,20.6
2,Gujarat Titans,1,WP Saha,48,5.4
2,Gujarat Titans,2,B Sai Sudharsan,89,12.2
2,Gujarat Titans,3,HH Pandya,106,15.2
2,Gujarat Titans,4,Shubman Gill,148,20.2
