innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Punjab Kings,P Simran Singh,0,2,0,0,0.0,c Rashid Khan b Mohammed Shami,1
1,Punjab Kings,S Dhawan,8,8,2,0,100.0,c AS Joseph b J Little,2
1,Punjab Kings,MW Short,36,24,6,1,150.0,b Rashid Khan,3
1,Punjab Kings,PBB Rajapaksa,20,26,1,0,76.92,c Shubman Gill b AS Joseph,4
1,Punjab Kings,JM Sharma,25,23,5,0,108.7,c WP Saha b MM Sharma,5
1,Punjab Kings,SM Curran,22,22,1,1,100.0,c Shubman Gill b MM Sharma,6
1,Punjab Kings,M Shahrukh Khan,22,9,1,2,244.44,"run out (WP Saha, DA Miller)",7
1,Punjab Kings,Harpreet Brar,8,5,0,1,160.0,not out,8
1,Punjab Kings,R Dhawan,1,1,0,0,100.0,run out (WP Saha),9
2,Gujarat Titans,WP Saha,30,19,5,0,157.89,c MW Short b K Rabada,1
2,Gujarat Titans,Shubman Gill,67,49,7,1,136.73,b SM Curran,2
2,Gujarat Titans,B Sai Sudharsan,19,20,2,0,95.0,c P Simran Singh b Arshdeep Singh,3
2,Gujarat Titans,HH Pandya,8,11,1,0,72.73,c SM Curran b Harpreet Brar,4
2,Gujarat Titans,DA Miller,17,18,1,0,94.44,not out,5
2,Gujarat Titans,R Tewatia,5,2,1,0,250.0,not out,6
