match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2023-04-02,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",27,23,3,0,117.39,c JC Buttler b YS Chahal,2
10,2023-04-07,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",8,7,1,0,114.29,c MP Stoinis b KH Pandya,2
14,2023-04-09,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",21,20,3,0,105.0,c SM Curran b RD Chahar,2
19,2023-04-14,Kolkata Knight Riders,"Eden Gardens, Kolkata",9,13,0,0,69.23,c CV Varun b AD Russell,2
25,2023-04-18,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",48,41,4,1,117.07,c TH David b RP Meredith,2
29,2023-04-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2,4,0,0,50.0,st MS Dhoni b RA Jadeja,6
34,2023-04-24,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",49,39,7,0,125.64,c Aman Hakim Khan b AR Patel,2
40,2023-04-29,Delhi Capitals,"Arun Jaitley Stadium, Delhi",5,6,1,0,83.33,c PD Salt b I Sharma,2
47,2023-05-04,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",18,11,2,1,163.64,c Rahmanullah Gurbaz b Harshit Rana,2
69,2023-05-21,Mumbai Indians,"Wankhede Stadium, Mumbai",83,46,8,4,180.43,c Ishan Kishan b Akash Madhwal,2
