innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Gujarat Lions,death,40,2,30,8.0,3,7
1,Gujarat Lions,middle,61,4,54,6.78,7,17
1,Gujarat Lions,powerplay,71,0,36,11.83,11,11
2,Delhi Daredevils,death,55,1,30,11.0,7,7
2,Delhi Daredevils,middle,94,1,54,10.44,11,10
2,Delhi Daredevils,powerplay,22,3,36,3.67,2,22
