match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2023-04-01,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4.0,0,26,1,6.5,9,1,0
9,2023-04-06,Royal Challengers Bangalore,"Eden Gardens, Kolkata",3.4,0,15,4,4.09,12,0,0
13,2023-04-09,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2.0,0,27,0,13.5,1,1,0
19,2023-04-14,Sunrisers Hyderabad,"Eden Gardens, Kolkata",4.0,0,41,1,10.25,4,1,0
22,2023-04-16,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,38,1,9.5,10,1,0
28,2023-04-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,1,16,2,4.0,13,0,0
33,2023-04-23,Chennai Super Kings,"Eden Gardens, Kolkata",4.0,0,49,1,12.25,8,0,0
36,2023-04-26,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",4.0,0,27,3,6.75,9,0,0
39,2023-04-29,Gujarat Titans,"Eden Gardens, Kolkata",4.0,0,42,0,10.5,5,0,0
47,2023-05-04,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,20,1,5.0,9,0,0
53,2023-05-08,Punjab Kings,"Eden Gardens, Kolkata",4.0,0,26,3,6.5,11,1,0
56,2023-05-11,Rajasthan Royals,"Eden Gardens, Kolkata",3.0,0,28,0,9.33,10,1,0
61,2023-05-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,36,2,9.0,5,1,0
68,2023-05-20,Lucknow Super Giants,"Eden Gardens, Kolkata",4.0,0,38,1,9.5,9,0,0
