match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
7,2025-03-27,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,45,1,11.25,5,0,0
13,2025-04-01,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,30,0,10.0,5,1,0
16,2025-04-04,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,40,1,10.0,8,1,0
21,2025-04-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,45,1,11.25,10,0,0
26,2025-04-12,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,32,1,8.0,6,0,0
30,2025-04-14,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.3,0,32,1,9.14,6,1,0
36,2025-04-19,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,37,3,9.25,6,0,0
40,2025-04-22,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,19,0,6.33,9,1,0
45,2025-04-27,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,42,2,10.5,6,0,0
54,2025-05-04,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4.0,0,57,0,14.25,3,2,0
61,2025-05-19,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,25,0,8.33,4,2,0
64,2025-05-22,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",3.5,0,51,2,13.3,4,0,0
70,2025-05-27,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,32,1,10.67,5,2,0
